date,chain,tvl
2019-04-26,Ethereum,374166223
2019-04-27,Ethereum,358142236
2019-04-28,Ethereum,356347839
2019-04-29,Ethereum,360706733
2019-04-30,Ethereum,350720090
2019-05-01,Ethereum,366040359
2019-05-02,Ethereum,373150581
2019-05-03,Ethereum,366280821
2019-05-04,Ethereum,374710083
2019-05-05,Ethereum,369623355
2019-05-06,Ethereum,370720025
2019-05-07,Ethereum,371812432
2019-05-08,Ethereum,401884732
2019-05-09,Ethereum,381494784
2019-05-10,Ethereum,382347193
2019-05-11,Ethereum,379417947
2019-05-12,Ethereum,408271891
2019-05-13,Ethereum,412618171
2019-05-14,Ethereum,419161736
2019-05-15,Ethereum,447956743
2019-05-16,Ethereum,493000950
2019-05-17,Ethereum,499481561
2019-05-18,Ethereum,463518933
2019-05-19,Ethereum,473558178
2019-05-20,Ethereum,505820225
2019-05-21,Ethereum,496279202
2019-05-22,Ethereum,495087452
2019-05-23,Ethereum,497002142
2019-05-24,Ethereum,476495368
2019-05-25,Ethereum,494995333
2019-05-26,Ethereum,502451751
2019-05-27,Ethereum,487371992
2019-05-28,Ethereum,514872051
2019-05-29,Ethereum,498987033
2019-05-30,Ethereum,494627934
2019-05-31,Ethereum,512537933
2019-06-01,Ethereum,472847399
2019-06-02,Ethereum,497830025
2019-06-03,Ethereum,500127190
2019-06-04,Ethereum,485851448
2019-06-05,Ethereum,455464631
2019-06-06,Ethereum,458331950
2019-06-07,Ethereum,461237618
2019-06-08,Ethereum,465315261
2019-06-09,Ethereum,465711379
2019-06-10,Ethereum,456916372
2019-06-11,Ethereum,458463024
2019-06-12,Ethereum,452611499
2019-06-13,Ethereum,470698244
2019-06-14,Ethereum,481696600
2019-06-15,Ethereum,480287425
2019-06-16,Ethereum,491502339
2019-06-17,Ethereum,505563829
2019-06-18,Ethereum,508648762
2019-06-19,Ethereum,500888028
2019-06-20,Ethereum,499846692
2019-06-21,Ethereum,503507244
2019-06-22,Ethereum,540552020
2019-06-23,Ethereum,568785450
2019-06-24,Ethereum,567445764
2019-06-25,Ethereum,573143459
2019-06-26,Ethereum,568708212
2019-06-27,Ethereum,591078274
2019-06-28,Ethereum,552910720
2019-06-29,Ethereum,543051020
2019-06-30,Ethereum,542532241
2019-07-01,Ethereum,531461064
2019-07-02,Ethereum,525350725
2019-07-03,Ethereum,502883500
2019-07-04,Ethereum,530495517
2019-07-05,Ethereum,534615690
2019-07-06,Ethereum,532710865
2019-07-07,Ethereum,524221247
2019-07-08,Ethereum,534477607
2019-07-09,Ethereum,560331576
2019-07-10,Ethereum,563890234
2019-07-11,Ethereum,551630909
2019-07-12,Ethereum,502577319
2019-07-13,Ethereum,506751356
2019-07-14,Ethereum,492044116
2019-07-15,Ethereum,454555786
2019-07-16,Ethereum,451334563
2019-07-17,Ethereum,461975687
2019-07-18,Ethereum,443736851
2019-07-19,Ethereum,436985774
2019-07-20,Ethereum,437208909
2019-07-21,Ethereum,452675725
2019-07-22,Ethereum,487291800
2019-07-23,Ethereum,434230255
2019-07-24,Ethereum,409186274
2019-07-25,Ethereum,448443317
2019-07-26,Ethereum,428073197
2019-07-27,Ethereum,422243898
2019-07-28,Ethereum,402767290
2019-07-29,Ethereum,407166104
2019-07-30,Ethereum,406781868
2019-07-31,Ethereum,408697642
2019-08-01,Ethereum,417633282
2019-08-02,Ethereum,418221061
2019-08-03,Ethereum,428073353
2019-08-04,Ethereum,431471834
2019-08-05,Ethereum,429764804
2019-08-06,Ethereum,454195125
2019-08-07,Ethereum,436040933
2019-08-08,Ethereum,433419583
2019-08-09,Ethereum,452962074
2019-08-10,Ethereum,436374290
2019-08-11,Ethereum,428714829
2019-08-12,Ethereum,441895509
2019-08-13,Ethereum,442896825
2019-08-14,Ethereum,451379386
2019-08-15,Ethereum,433576742
2019-08-16,Ethereum,412932231
2019-08-17,Ethereum,417466602
2019-08-18,Ethereum,416010185
2019-08-19,Ethereum,431515559
2019-08-20,Ethereum,452669640
2019-08-21,Ethereum,443632021
2019-08-22,Ethereum,431246765
2019-08-23,Ethereum,430470024
2019-08-24,Ethereum,435344422
2019-08-25,Ethereum,434835163
2019-08-26,Ethereum,436731046
2019-08-27,Ethereum,435634766
2019-08-28,Ethereum,438418831
2019-08-29,Ethereum,434881647
2019-08-30,Ethereum,420084933
2019-08-31,Ethereum,419174143
2019-09-01,Ethereum,414229850
2019-09-02,Ethereum,419822865
2019-09-03,Ethereum,427393987
2019-09-04,Ethereum,446062511
2019-09-05,Ethereum,441680361
2019-09-06,Ethereum,430397388
2019-09-07,Ethereum,432542951
2019-09-08,Ethereum,431670284
2019-09-09,Ethereum,444064062
2019-09-10,Ethereum,454119915
2019-09-11,Ethereum,448765165
2019-09-12,Ethereum,448360732
2019-09-13,Ethereum,453065654
2019-09-14,Ethereum,449959697
2019-09-15,Ethereum,448075648
2019-09-16,Ethereum,476918786
2019-09-17,Ethereum,490743644
2019-09-18,Ethereum,504647334
2019-09-19,Ethereum,524619550
2019-09-20,Ethereum,521270612
2019-09-21,Ethereum,534853682
2019-09-22,Ethereum,531410497
2019-09-23,Ethereum,521089432
2019-09-24,Ethereum,513747689
2019-09-25,Ethereum,473798880
2019-09-26,Ethereum,429765681
2019-09-27,Ethereum,448885279
2019-09-28,Ethereum,448305047
2019-09-29,Ethereum,459055196
2019-09-30,Ethereum,449392756
2019-10-01,Ethereum,460478737
2019-10-02,Ethereum,468467860
2019-10-03,Ethereum,469759575
2019-10-04,Ethereum,464886362
2019-10-05,Ethereum,464292908
2019-10-06,Ethereum,458924231
2019-10-07,Ethereum,457835664
2019-10-08,Ethereum,469556828
2019-10-09,Ethereum,479618450
2019-10-10,Ethereum,497798465
2019-10-11,Ethereum,507867466
2019-10-12,Ethereum,495437951
2019-10-13,Ethereum,491387221
2019-10-14,Ethereum,495508497
2019-10-15,Ethereum,494457857
2019-10-16,Ethereum,491295305
2019-10-17,Ethereum,485289283
2019-10-18,Ethereum,488902927
2019-10-19,Ethereum,483195757
2019-10-20,Ethereum,484359011
2019-10-21,Ethereum,482779013
2019-10-22,Ethereum,501495158
2019-10-23,Ethereum,501612538
2019-10-24,Ethereum,504293040
2019-10-25,Ethereum,487781757
2019-10-26,Ethereum,536564631
2019-10-27,Ethereum,552363304
2019-10-28,Ethereum,585884484
2019-10-29,Ethereum,591157220
2019-10-30,Ethereum,598073585
2019-10-31,Ethereum,579395203
2019-11-01,Ethereum,558561779
2019-11-02,Ethereum,557071114
2019-11-03,Ethereum,557849668
2019-11-04,Ethereum,555886499
2019-11-05,Ethereum,592041728
2019-11-06,Ethereum,595937674
2019-11-07,Ethereum,597909996
2019-11-08,Ethereum,586054174
2019-11-09,Ethereum,600199426
2019-11-10,Ethereum,599493501
2019-11-11,Ethereum,583384591
2019-11-12,Ethereum,598450857
2019-11-13,Ethereum,604460707
2019-11-14,Ethereum,601074950
2019-11-15,Ethereum,596137614
2019-11-16,Ethereum,573659308
2019-11-17,Ethereum,583648172
2019-11-18,Ethereum,599124673
2019-11-19,Ethereum,608190626
2019-11-20,Ethereum,606769946
2019-11-21,Ethereum,605215546
2019-11-22,Ethereum,602025708
2019-11-23,Ethereum,568695755
2019-11-24,Ethereum,574619036
2019-11-25,Ethereum,588834677
2019-11-26,Ethereum,598978707
2019-11-27,Ethereum,614130077
2019-11-28,Ethereum,645973332
2019-11-29,Ethereum,646738314
2019-11-30,Ethereum,623022852
2019-12-01,Ethereum,618998157
2019-12-02,Ethereum,592530843
2019-12-03,Ethereum,624871193
2019-12-04,Ethereum,619422598
2019-12-05,Ethereum,616758251
2019-12-06,Ethereum,614418082
2019-12-07,Ethereum,607765633
2019-12-08,Ethereum,606638338
2019-12-09,Ethereum,630375654
2019-12-10,Ethereum,627975429
2019-12-11,Ethereum,608680182
2019-12-12,Ethereum,607080709
2019-12-13,Ethereum,617521228
2019-12-14,Ethereum,611408968
2019-12-15,Ethereum,613549511
2019-12-16,Ethereum,623841597
2019-12-17,Ethereum,614464203
2019-12-18,Ethereum,582714940
2019-12-19,Ethereum,574674054
2019-12-20,Ethereum,592958634
2019-12-21,Ethereum,596259664
2019-12-22,Ethereum,597689907
2019-12-23,Ethereum,609592628
2019-12-24,Ethereum,614842712
2019-12-25,Ethereum,604710916
2019-12-26,Ethereum,594297587
2019-12-27,Ethereum,589013702
2019-12-28,Ethereum,585762476
2019-12-29,Ethereum,594827274
2019-12-30,Ethereum,603662457
2019-12-31,Ethereum,609578786
2020-01-01,Ethereum,606094144
2020-01-02,Ethereum,605260224
2020-01-03,Ethereum,599700961
2020-01-04,Ethereum,609194464
2020-01-05,Ethereum,608225875
2020-01-06,Ethereum,610140084
2020-01-07,Ethereum,609488563
2020-01-08,Ethereum,616940071
2020-01-09,Ethereum,627337915
2020-01-10,Ethereum,591002739
2020-01-11,Ethereum,585697860
2020-01-12,Ethereum,615427563
2020-01-13,Ethereum,619481866
2020-01-14,Ethereum,627897116
2020-01-15,Ethereum,677754524
2020-01-16,Ethereum,700335339
2020-01-17,Ethereum,704767165
2020-01-18,Ethereum,729580177
2020-01-19,Ethereum,720435461
2020-01-20,Ethereum,700193516
2020-01-21,Ethereum,698828005
2020-01-22,Ethereum,728094072
2020-01-23,Ethereum,717928005
2020-01-24,Ethereum,698880694
2020-01-25,Ethereum,694165601
2020-01-26,Ethereum,701940467
2020-01-27,Ethereum,709907244
2020-01-28,Ethereum,745635194
2020-01-29,Ethereum,760463093
2020-01-30,Ethereum,772944085
2020-01-31,Ethereum,781557542
2020-02-01,Ethereum,794204774
2020-02-02,Ethereum,804187470
2020-02-03,Ethereum,814154940
2020-02-04,Ethereum,808800998
2020-02-05,Ethereum,805940611
2020-02-06,Ethereum,838576557
2020-02-07,Ethereum,878624778
2020-02-08,Ethereum,891727767
2020-02-09,Ethereum,901519597
2020-02-10,Ethereum,889444973
2020-02-11,Ethereum,882783893
2020-02-12,Ethereum,896848641
2020-02-13,Ethereum,987054648
2020-02-14,Ethereum,1011705815
2020-02-15,Ethereum,1045119349
2020-02-16,Ethereum,1041206488
2020-02-17,Ethereum,1003854491
2020-02-18,Ethereum,968978260
2020-02-19,Ethereum,1032769866
2020-02-20,Ethereum,956123481
2020-02-21,Ethereum,896019923
2020-02-22,Ethereum,914739349
2020-02-23,Ethereum,921830239
2020-02-24,Ethereum,945222348
2020-02-25,Ethereum,937314876
2020-02-26,Ethereum,895231268
2020-02-27,Ethereum,835945023
2020-02-28,Ethereum,829811516
2020-02-29,Ethereum,811948702
2020-03-01,Ethereum,828293436
2020-03-02,Ethereum,815453026
2020-03-03,Ethereum,818795704
2020-03-04,Ethereum,833516907
2020-03-05,Ethereum,813432960
2020-03-06,Ethereum,824903310
2020-03-07,Ethereum,850504891
2020-03-08,Ethereum,849998127
2020-03-09,Ethereum,781909022
2020-03-10,Ethereum,752107406
2020-03-11,Ethereum,770000473
2020-03-12,Ethereum,665641906
2020-03-13,Ethereum,525851096
2020-03-14,Ethereum,514778002
2020-03-15,Ethereum,484409708
2020-03-16,Ethereum,448184299
2020-03-17,Ethereum,434318818
2020-03-18,Ethereum,448529183
2020-03-19,Ethereum,445124343
2020-03-20,Ethereum,493642228
2020-03-21,Ethereum,517392587
2020-03-22,Ethereum,497837898
2020-03-23,Ethereum,476912091
2020-03-24,Ethereum,486317736
2020-03-25,Ethereum,526959232
2020-03-26,Ethereum,517665933
2020-03-27,Ethereum,527549814
2020-03-28,Ethereum,524942287
2020-03-29,Ethereum,509393752
2020-03-30,Ethereum,510937039
2020-03-31,Ethereum,534587501
2020-04-01,Ethereum,538376176
2020-04-02,Ethereum,538121598
2020-04-03,Ethereum,565868238
2020-04-04,Ethereum,578553007
2020-04-05,Ethereum,570144871
2020-04-06,Ethereum,577880379
2020-04-07,Ethereum,621895422
2020-04-08,Ethereum,647701695
2020-04-09,Ethereum,630170852
2020-04-10,Ethereum,611977022
2020-04-11,Ethereum,592765664
2020-04-12,Ethereum,589826842
2020-04-13,Ethereum,592503414
2020-04-14,Ethereum,585227311
2020-04-15,Ethereum,591533900
2020-04-16,Ethereum,588991734
2020-04-17,Ethereum,629446719
2020-04-18,Ethereum,630898211
2020-04-19,Ethereum,658250604
2020-04-20,Ethereum,672866021
2020-04-21,Ethereum,664914576
2020-04-22,Ethereum,648027848
2020-04-23,Ethereum,669556852
2020-04-24,Ethereum,676641578
2020-04-25,Ethereum,683341353
2020-04-26,Ethereum,697361971
2020-04-27,Ethereum,719337412
2020-04-28,Ethereum,722085076
2020-04-29,Ethereum,728167140
2020-04-30,Ethereum,767906915
2020-05-01,Ethereum,761478823
2020-05-02,Ethereum,767298058
2020-05-03,Ethereum,786258081
2020-05-04,Ethereum,779147498
2020-05-05,Ethereum,747930398
2020-05-06,Ethereum,778277487
2020-05-07,Ethereum,783840135
2020-05-08,Ethereum,777823899
2020-05-09,Ethereum,795417922
2020-05-10,Ethereum,797271459
2020-05-11,Ethereum,740775650
2020-05-12,Ethereum,724299529
2020-05-13,Ethereum,732558911
2020-05-14,Ethereum,726564700
2020-05-15,Ethereum,748941423
2020-05-16,Ethereum,737205932
2020-05-17,Ethereum,748126855
2020-05-18,Ethereum,750396553
2020-05-19,Ethereum,780951924
2020-05-20,Ethereum,833141935
2020-05-21,Ethereum,843826338
2020-05-22,Ethereum,818852707
2020-05-23,Ethereum,834623115
2020-05-24,Ethereum,836650227
2020-05-25,Ethereum,826134440
2020-05-26,Ethereum,821527685
2020-05-27,Ethereum,824166971
2020-05-28,Ethereum,833777143
2020-05-29,Ethereum,835296058
2020-05-30,Ethereum,860461043
2020-05-31,Ethereum,922003392
2020-06-01,Ethereum,932138792
2020-06-02,Ethereum,932589534
2020-06-03,Ethereum,961083535
2020-06-04,Ethereum,947052111
2020-06-05,Ethereum,965359060
2020-06-06,Ethereum,969586732
2020-06-07,Ethereum,968813914
2020-06-08,Ethereum,970008062
2020-06-09,Ethereum,975017952
2020-06-10,Ethereum,932375728
2020-06-11,Ethereum,946503846
2020-06-12,Ethereum,974272676
2020-06-13,Ethereum,973521611
2020-06-14,Ethereum,962436658
2020-06-15,Ethereum,944477943
2020-06-16,Ethereum,940672280
2020-06-17,Ethereum,1061094488
2020-06-18,Ethereum,1105540779
2020-06-19,Ethereum,1204604021
2020-06-20,Ethereum,1327349271
2020-06-21,Ethereum,1416669467
2020-06-22,Ethereum,1490653109
2020-06-23,Ethereum,1522333767
2020-06-24,Ethereum,1586636307
2020-06-25,Ethereum,1640441438
2020-06-26,Ethereum,1651089134
2020-06-27,Ethereum,1662901923
2020-06-28,Ethereum,1666854521
2020-06-29,Ethereum,1677355172
2020-06-30,Ethereum,1663748788
2020-07-01,Ethereum,1670850694
2020-07-02,Ethereum,1764777082
2020-07-03,Ethereum,1772901599
2020-07-04,Ethereum,1812469054
2020-07-05,Ethereum,1861224169
2020-07-06,Ethereum,1898045285
2020-07-07,Ethereum,1972462717
2020-07-08,Ethereum,2055942187
2020-07-09,Ethereum,2125543591
2020-07-10,Ethereum,2133734500
2020-07-11,Ethereum,2126408703
2020-07-12,Ethereum,2173923037
2020-07-13,Ethereum,2205398117
2020-07-14,Ethereum,2169248091
2020-07-15,Ethereum,2195390062
2020-07-16,Ethereum,2213524384
2020-07-17,Ethereum,2258111784
2020-07-18,Ethereum,2298315381
2020-07-19,Ethereum,2348525267
2020-07-20,Ethereum,2590383033
2020-07-21,Ethereum,2746186942
2020-07-22,Ethereum,2894266070
2020-07-23,Ethereum,3011436225
2020-07-24,Ethereum,3228090245
2020-07-25,Ethereum,3260769871
2020-07-26,Ethereum,3266427323
2020-07-27,Ethereum,3196840509
2020-07-28,Ethereum,3221568027
2020-07-29,Ethereum,3198928338
2020-07-30,Ethereum,3325120382
2020-07-31,Ethereum,3426725571
2020-08-01,Ethereum,3648572252
2020-08-02,Ethereum,3673641292
2020-08-03,Ethereum,3737402643
2020-08-04,Ethereum,3860160819
2020-08-05,Ethereum,3998888072
2020-08-06,Ethereum,4042749089
2020-08-07,Ethereum,4018369221
2020-08-08,Ethereum,4050812131
2020-08-09,Ethereum,4149123931
2020-08-10,Ethereum,4279970436
2020-08-11,Ethereum,4274720878
2020-08-12,Ethereum,4289913464
2020-08-13,Ethereum,4240334938
2020-08-14,Ethereum,4442292002
2020-08-15,Ethereum,5448312988
2020-08-16,Ethereum,5581089568
2020-08-17,Ethereum,5827303563
2020-08-18,Ethereum,5961340560
2020-08-19,Ethereum,5889965506
2020-08-20,Ethereum,5968164262
2020-08-21,Ethereum,6089881006
2020-08-22,Ethereum,5965629985
2020-08-23,Ethereum,6121622438
2020-08-24,Ethereum,6139782716
2020-08-25,Ethereum,6328266930
2020-08-26,Ethereum,6428640894
2020-08-27,Ethereum,6658236581
2020-08-28,Ethereum,6643211146
2020-08-29,Ethereum,7080432905
2020-08-30,Ethereum,7333063262
2020-08-31,Ethereum,7757328031
2020-09-01,Ethereum,8151918371
2020-09-02,Ethereum,8832690949
2020-09-03,Ethereum,8660171784
2020-09-04,Ethereum,8191541382
2020-09-05,Ethereum,8151087454
2020-09-06,Ethereum,6971328714
2020-09-07,Ethereum,7203836710
2020-09-08,Ethereum,7250758636
2020-09-09,Ethereum,8207846698
2020-09-10,Ethereum,7286283984
2020-09-11,Ethereum,8379632562
2020-09-12,Ethereum,8014646703
2020-09-13,Ethereum,7566579658
2020-09-14,Ethereum,7907995994
2020-09-15,Ethereum,8083049609
2020-09-16,Ethereum,7998899209
2020-09-17,Ethereum,7608636948
2020-09-18,Ethereum,8149255918
2020-09-19,Ethereum,8682384432
2020-09-20,Ethereum,9344804351
2020-09-21,Ethereum,9383942116
2020-09-22,Ethereum,8790330815
2020-09-23,Ethereum,8843101785
2020-09-24,Ethereum,8934065020
2020-09-25,Ethereum,9230409047
2020-09-26,Ethereum,9460347087
2020-09-27,Ethereum,9716557610
2020-09-28,Ethereum,9733028530
2020-09-29,Ethereum,9801071168
2020-09-30,Ethereum,9724179935
2020-10-01,Ethereum,9697087675
2020-10-02,Ethereum,9619943822
2020-10-03,Ethereum,9359539690
2020-10-04,Ethereum,9451272975
2020-10-05,Ethereum,9424147531
2020-10-06,Ethereum,9242351082
2020-10-07,Ethereum,8814161284
2020-10-08,Ethereum,8687037947
2020-10-09,Ethereum,8953470511
2020-10-10,Ethereum,9366265458
2020-10-11,Ethereum,9446513959
2020-10-12,Ethereum,9544303742
2020-10-13,Ethereum,9604875044
2020-10-14,Ethereum,9654544621
2020-10-15,Ethereum,9550777297
2020-10-16,Ethereum,9472936517
2020-10-17,Ethereum,9311510106
2020-10-18,Ethereum,9282879138
2020-10-19,Ethereum,9385371541
2020-10-20,Ethereum,9353774620
2020-10-21,Ethereum,9193529008
2020-10-22,Ethereum,9316576713
2020-10-23,Ethereum,9514118841
2020-10-24,Ethereum,9556682877
2020-10-25,Ethereum,9665564186
2020-10-26,Ethereum,9860860706
2020-10-27,Ethereum,9405978095
2020-10-28,Ethereum,9617000736
2020-10-29,Ethereum,9555730278
2020-10-30,Ethereum,9354827447
2020-10-31,Ethereum,9303919995
2020-11-01,Ethereum,9411534068
2020-11-02,Ethereum,9427744604
2020-11-03,Ethereum,9201253719
2020-11-04,Ethereum,9203912667
2020-11-05,Ethereum,9298008637
2020-11-06,Ethereum,9677658198
2020-11-07,Ethereum,10170065725
2020-11-08,Ethereum,10184095502
2020-11-09,Ethereum,10500009703
2020-11-10,Ethereum,10772661453
2020-11-11,Ethereum,10970560139
2020-11-12,Ethereum,11185535208
2020-11-13,Ethereum,11203583443
2020-11-14,Ethereum,11401322964
2020-11-15,Ethereum,11377289555
2020-11-16,Ethereum,11371831674
2020-11-17,Ethereum,12014230465
2020-11-18,Ethereum,11146009471
2020-11-19,Ethereum,11239541629
2020-11-20,Ethereum,11433552868
2020-11-21,Ethereum,11849439269
2020-11-22,Ethereum,11918723729
2020-11-23,Ethereum,11568888602
2020-11-24,Ethereum,12057305463
2020-11-25,Ethereum,11929123879
2020-11-26,Ethereum,11555446677
2020-11-27,Ethereum,10737128211
2020-11-28,Ethereum,10753304454
2020-11-29,Ethereum,11157821448
2020-11-30,Ethereum,11827776817
2020-12-01,Ethereum,12303682738
2020-12-02,Ethereum,12260723600
2020-12-03,Ethereum,12396375587
2020-12-04,Ethereum,12400250918
2020-12-05,Ethereum,12052724421
2020-12-06,Ethereum,12363941752
2020-12-07,Ethereum,12391687186
2020-12-08,Ethereum,12424341369
2020-12-09,Ethereum,12037659948
2020-12-10,Ethereum,12045902341
2020-12-11,Ethereum,11764091695
2020-12-12,Ethereum,11678739825
2020-12-13,Ethereum,12126631871
2020-12-14,Ethereum,12404025453
2020-12-15,Ethereum,12513567184
2020-12-16,Ethereum,12757404077
2020-12-17,Ethereum,12951601058
2020-12-18,Ethereum,13310601874
2020-12-19,Ethereum,13509288332
2020-12-20,Ethereum,13661265333
2020-12-21,Ethereum,13318204977
2020-12-22,Ethereum,13137099562
2020-12-23,Ethereum,13470605263
2020-12-24,Ethereum,13183870002
2020-12-25,Ethereum,13409331946
2020-12-26,Ethereum,13938594284
2020-12-27,Ethereum,14022277400
2020-12-28,Ethereum,14259563778
2020-12-29,Ethereum,14910963507
2020-12-30,Ethereum,14643167990
2020-12-31,Ethereum,14553477631
2021-01-01,Ethereum,14718515682
2021-01-02,Ethereum,14980290541
2021-01-03,Ethereum,15598265460
2021-01-04,Ethereum,17052654533
2021-01-05,Ethereum,18271125492
2021-01-06,Ethereum,19778365658
2021-01-07,Ethereum,20582691137
2021-01-08,Ethereum,21263587948
2021-01-09,Ethereum,21441417533
2021-01-10,Ethereum,21677953799
2021-01-11,Ethereum,21194254081
2021-01-12,Ethereum,19493694504
2021-01-13,Ethereum,20114553966
2021-01-14,Ethereum,20571170399
2021-01-15,Ethereum,20841126088
2021-01-16,Ethereum,21252613607
2021-01-17,Ethereum,21660255112
2021-01-18,Ethereum,21856525195
2021-01-19,Ethereum,22453821642
2021-01-20,Ethereum,23199746251
2021-01-21,Ethereum,21906078044
2021-01-22,Ethereum,20591580000
2021-01-23,Ethereum,21561270682
2021-01-24,Ethereum,22463524176
2021-01-25,Ethereum,23780197107
2021-01-26,Ethereum,23863948920
2021-01-27,Ethereum,23313906189
2021-01-28,Ethereum,22961106193
2021-01-29,Ethereum,24185674128
2021-01-30,Ethereum,25246884302
2021-01-31,Ethereum,25078657513
2021-02-01,Ethereum,24955985483
2021-02-02,Ethereum,25705473352
2021-02-03,Ethereum,28698811960
2021-02-04,Ethereum,30620302509
2021-02-05,Ethereum,31942664956
2021-02-06,Ethereum,33299305838
2021-02-07,Ethereum,32868686351
2021-02-08,Ethereum,33123165617
2021-02-09,Ethereum,35382270953
2021-02-10,Ethereum,36730303501
2021-02-11,Ethereum,37689039745
2021-02-12,Ethereum,38532970003
2021-02-13,Ethereum,38235780238
2021-02-14,Ethereum,38025556764
2021-02-15,Ethereum,38384014586
2021-02-16,Ethereum,38081180721
2021-02-17,Ethereum,38603500257
2021-02-18,Ethereum,39238600419
2021-02-19,Ethereum,39946810846
2021-02-20,Ethereum,40805217868
2021-02-21,Ethereum,41693172308
2021-02-22,Ethereum,40963231049
2021-02-23,Ethereum,37072115101
2021-02-24,Ethereum,34454993644
2021-02-25,Ethereum,36239934312
2021-02-26,Ethereum,34982489087
2021-02-27,Ethereum,33901546008
2021-02-28,Ethereum,33569024395
2021-03-01,Ethereum,33758669271
2021-03-02,Ethereum,36283856753
2021-03-03,Ethereum,36971081756
2021-03-04,Ethereum,37870600296
2021-03-05,Ethereum,37347226162
2021-03-06,Ethereum,37074159016
2021-03-07,Ethereum,37376263463
2021-03-08,Ethereum,37231922093
2021-03-09,Ethereum,38452822359
2021-03-10,Ethereum,39961762992
2021-03-11,Ethereum,39382035167
2021-03-12,Ethereum,39543035384
2021-03-13,Ethereum,41686575858
2021-03-14,Ethereum,43851825614
2021-03-15,Ethereum,43357765187
2021-03-16,Ethereum,41969292053
2021-03-17,Ethereum,42461153597
2021-03-18,Ethereum,43211484330
2021-03-19,Ethereum,43307154217
2021-03-20,Ethereum,44421163649
2021-03-21,Ethereum,44857245016
2021-03-22,Ethereum,43575281561
2021-03-23,Ethereum,42598094155
2021-03-24,Ethereum,41555441596
2021-03-25,Ethereum,40767170198
2021-03-26,Ethereum,40005134864
2021-03-27,Ethereum,41862795384
2021-03-28,Ethereum,41779081294
2021-03-29,Ethereum,42293652727
2021-03-30,Ethereum,44543880088
2021-03-31,Ethereum,46482600727
2021-04-01,Ethereum,46693464737
2021-04-02,Ethereum,48216486293
2021-04-03,Ethereum,49688233582
2021-04-04,Ethereum,54931395185
2021-04-05,Ethereum,55718370912
2021-04-06,Ethereum,56657608209
2021-04-07,Ethereum,56898538750
2021-04-08,Ethereum,52967055340
2021-04-09,Ethereum,55134159924
2021-04-10,Ethereum,55642137765
2021-04-11,Ethereum,56636134405
2021-04-12,Ethereum,56481522030
2021-04-13,Ethereum,57234276389
2021-04-14,Ethereum,59391519886
2021-04-15,Ethereum,62270797962
2021-04-16,Ethereum,63886762035
2021-04-17,Ethereum,64097463408
2021-04-18,Ethereum,63250095706
2021-04-19,Ethereum,59029057334
2021-04-20,Ethereum,59183612796
2021-04-21,Ethereum,60415805704
2021-04-22,Ethereum,60712686373
2021-04-23,Ethereum,62465915922
2021-04-24,Ethereum,59139447616
2021-04-25,Ethereum,56978290416
2021-04-26,Ethereum,58938115234
2021-04-27,Ethereum,64391463479
2021-04-28,Ethereum,66515003762
2021-04-29,Ethereum,68470539733
2021-04-30,Ethereum,66355067089
2021-05-01,Ethereum,67490626181
2021-05-02,Ethereum,69564328050
2021-05-03,Ethereum,70123900525
2021-05-04,Ethereum,75404364835
2021-05-05,Ethereum,75467325856
2021-05-06,Ethereum,76760875787
2021-05-07,Ethereum,78725467521
2021-05-08,Ethereum,78276340266
2021-05-09,Ethereum,81309004458
2021-05-10,Ethereum,82933478733
2021-05-11,Ethereum,83519659114
2021-05-12,Ethereum,84368650747
2021-05-13,Ethereum,83283473206
2021-05-14,Ethereum,78283879842
2021-05-15,Ethereum,81747220063
2021-05-16,Ethereum,78730473853
2021-05-17,Ethereum,77082877898
2021-05-18,Ethereum,74457856270
2021-05-19,Ethereum,71855319132
2021-05-20,Ethereum,60745347154
2021-05-21,Ethereum,60565447684
2021-05-22,Ethereum,57925468696
2021-05-23,Ethereum,52726956465
2021-05-24,Ethereum,50155952203
2021-05-25,Ethereum,56208407005
2021-05-26,Ethereum,58080560747
2021-05-27,Ethereum,61845250877
2021-05-28,Ethereum,60385975859
2021-05-29,Ethereum,55841527990
2021-05-30,Ethereum,54542948134
2021-05-31,Ethereum,57478657539
2021-06-01,Ethereum,59966296650
2021-06-02,Ethereum,61008781125
2021-06-03,Ethereum,63973407740
2021-06-04,Ethereum,64655155619
2021-06-05,Ethereum,62303429562
2021-06-06,Ethereum,62892052738
2021-06-07,Ethereum,63619855136
2021-06-08,Ethereum,63201013845
2021-06-09,Ethereum,61684505860
2021-06-10,Ethereum,63072227219
2021-06-11,Ethereum,61383644182
2021-06-12,Ethereum,60007083477
2021-06-13,Ethereum,60013333079
2021-06-14,Ethereum,61825983784
2021-06-15,Ethereum,63502295984
2021-06-16,Ethereum,63837950711
2021-06-17,Ethereum,61112732910
2021-06-18,Ethereum,59716581058
2021-06-19,Ethereum,58249941006
2021-06-20,Ethereum,57655129426
2021-06-21,Ethereum,54305274338
2021-06-22,Ethereum,49885162568
2021-06-23,Ethereum,49927720421
2021-06-24,Ethereum,51602209395
2021-06-25,Ethereum,51733203439
2021-06-26,Ethereum,50061494554
2021-06-27,Ethereum,50359219824
2021-06-28,Ethereum,51923977080
2021-06-29,Ethereum,53757136277
2021-06-30,Ethereum,55331482236
2021-07-01,Ethereum,55581216058
2021-07-02,Ethereum,54807790712
2021-07-03,Ethereum,54788272838
